movieNm,openDt,date,ratio
시간의 끝에서 널 기다려,20210217,2021-02-24,12.8
빛과 철,20210218,2021-01-21,5.6
빛과 철,20210218,2021-01-28,7.0
빛과 철,20210218,2021-02-04,9.1
빛과 철,20210218,2021-02-11,13.1
빛과 철,20210218,2021-02-18,18.2
빛과 철,20210218,2021-02-25,8.8
퍼펙트 케어,20210219,2021-01-22,5.0
퍼펙트 케어,20210219,2021-01-29,9.5
퍼펙트 케어,20210219,2021-02-05,9.8
퍼펙트 케어,20210219,2021-02-12,17.3
퍼펙트 케어,20210219,2021-02-19,17.3
퍼펙트 케어,20210219,2021-02-26,12.0
라야와 마지막 드래곤,20210304,2021-02-04,12.3
라야와 마지막 드래곤,20210304,2021-02-11,15.8
라야와 마지막 드래곤,20210304,2021-02-18,24.2
라야와 마지막 드래곤,20210304,2021-02-25,34.4
라야와 마지막 드래곤,20210304,2021-03-04,39.8
라야와 마지막 드래곤,20210304,2021-03-11,27.2
카오스 워킹,20210224,2021-01-27,10.2
카오스 워킹,20210224,2021-02-03,15.8
카오스 워킹,20210224,2021-02-10,24.0
카오스 워킹,20210224,2021-02-17,40.6
카오스 워킹,20210224,2021-02-24,50.1
카오스 워킹,20210224,2021-03-03,34.7
톰과 제리,20210224,2021-01-27,8.8
톰과 제리,20210224,2021-02-03,8.1
톰과 제리,20210224,2021-02-10,11.5
톰과 제리,20210224,2021-02-17,24.3
톰과 제리,20210224,2021-02-24,27.4
톰과 제리,20210224,2021-03-03,15.8
워 위드 그랜파,20210224,2021-01-27,8.7
워 위드 그랜파,20210224,2021-02-03,12.3
워 위드 그랜파,20210224,2021-02-10,15.9
워 위드 그랜파,20210224,2021-02-17,24.8
워 위드 그랜파,20210224,2021-02-24,31.5
워 위드 그랜파,20210224,2021-03-03,16.1
라스트 레터,20210224,2021-01-27,6.4
라스트 레터,20210224,2021-02-03,8.8
라스트 레터,20210224,2021-02-10,12.1
라스트 레터,20210224,2021-02-17,17.7
라스트 레터,20210224,2021-02-24,23.9
라스트 레터,20210224,2021-03-03,15.0
더 레이서,20210224,2021-01-27,5.0
더 레이서,20210224,2021-02-03,8.0
더 레이서,20210224,2021-02-10,10.1
더 레이서,20210224,2021-02-17,16.3
더 레이서,20210224,2021-02-24,19.5
더 레이서,20210224,2021-03-03,10.1
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-01-28,5.0
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-02-04,5.0
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-02-11,9.6
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-02-18,11.9
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-02-25,16.5
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,2021-03-04,9.7
미나리,20210303,2021-02-03,19.6
미나리,20210303,2021-02-10,31.4
미나리,20210303,2021-02-17,44.9
미나리,20210303,2021-02-24,69.8
미나리,20210303,2021-03-03,86.2
미나리,20210303,2021-03-10,51.5
아르코 라이브 뮤지컬 호프,20210303,2021-02-03,7.3
아르코 라이브 뮤지컬 호프,20210303,2021-02-10,10.0
아르코 라이브 뮤지컬 호프,20210303,2021-02-17,10.9
아르코 라이브 뮤지컬 호프,20210303,2021-02-24,20.2
아르코 라이브 뮤지컬 호프,20210303,2021-03-03,23.3
아르코 라이브 뮤지컬 호프,20210303,2021-03-10,15.1
중경삼림,19950902,1995-08-05,5.0
중경삼림,19950902,1995-08-12,7.0
중경삼림,19950902,1995-08-19,12.2
중경삼림,19950902,1995-08-26,16.6
중경삼림,19950902,1995-09-02,21.1
중경삼림,19950902,1995-09-09,13.4
정말 먼 곳,20210318,2021-02-18,6.5
정말 먼 곳,20210318,2021-02-25,5.0
정말 먼 곳,20210318,2021-03-04,9.2
정말 먼 곳,20210318,2021-03-11,13.7
정말 먼 곳,20210318,2021-03-18,16.6
정말 먼 곳,20210318,2021-03-25,13.9
쁘떼뜨,20210310,2021-02-10,9.0
쁘떼뜨,20210310,2021-02-17,10.3
쁘떼뜨,20210310,2021-02-24,12.4
쁘떼뜨,20210310,2021-03-03,18.6
쁘떼뜨,20210310,2021-03-10,24.5
쁘떼뜨,20210310,2021-03-17,17.7
반지의 제왕 : 반지원정대,20011231,2001-12-03,5.0
반지의 제왕 : 반지원정대,20011231,2001-12-10,5.0
반지의 제왕 : 반지원정대,20011231,2001-12-17,5.8
반지의 제왕 : 반지원정대,20011231,2001-12-24,10.3
반지의 제왕 : 반지원정대,20011231,2001-12-31,11.0
반지의 제왕 : 반지원정대,20011231,2002-01-07,6.3
리스타트,20210311,2021-02-11,8.2
리스타트,20210311,2021-02-18,7.9
리스타트,20210311,2021-02-25,14.5
리스타트,20210311,2021-03-04,22.6
리스타트,20210311,2021-03-11,27.9
리스타트,20210311,2021-03-18,17.0
웨이 다운,20210311,2021-02-11,5.6
웨이 다운,20210311,2021-02-18,5.7
웨이 다운,20210311,2021-02-25,10.2
웨이 다운,20210311,2021-03-04,14.3
웨이 다운,20210311,2021-03-11,19.8
웨이 다운,20210311,2021-03-18,11.5
내일도 우린 사랑하고 있을까,20210311,2021-02-11,5.0
내일도 우린 사랑하고 있을까,20210311,2021-02-18,5.0
내일도 우린 사랑하고 있을까,20210311,2021-02-25,7.9
내일도 우린 사랑하고 있을까,20210311,2021-03-04,12.0
내일도 우린 사랑하고 있을까,20210311,2021-03-11,16.7
내일도 우린 사랑하고 있을까,20210311,2021-03-18,8.7
아이 씨 유,20210311,2021-02-11,7.0
아이 씨 유,20210311,2021-02-18,8.3
아이 씨 유,20210311,2021-02-25,12.1
아이 씨 유,20210311,2021-03-04,19.3
아이 씨 유,20210311,2021-03-11,18.5
아이 씨 유,20210311,2021-03-18,14.9
모리타니안,20210317,2021-02-17,5.0
모리타니안,20210317,2021-02-24,5.6
모리타니안,20210317,2021-03-03,8.2
모리타니안,20210317,2021-03-10,11.2
모리타니안,20210317,2021-03-17,13.7
모리타니안,20210317,2021-03-24,8.1
러빙 빈센트,20171109,2017-10-12,14.4
러빙 빈센트,20171109,2017-10-19,19.4
러빙 빈센트,20171109,2017-10-26,29.4
러빙 빈센트,20171109,2017-11-02,40.4
러빙 빈센트,20171109,2017-11-09,42.2
러빙 빈센트,20171109,2017-11-16,37.4
브레이브 언더 파이어,20210317,2021-02-17,5.0
브레이브 언더 파이어,20210317,2021-02-24,8.9
브레이브 언더 파이어,20210317,2021-03-03,14.1
브레이브 언더 파이어,20210317,2021-03-10,21.0
브레이브 언더 파이어,20210317,2021-03-17,25.6
브레이브 언더 파이어,20210317,2021-03-24,14.6
태극기 휘날리며,20040205,2004-01-08,30.4
태극기 휘날리며,20040205,2004-01-15,38.2
태극기 휘날리며,20040205,2004-01-22,55.7
태극기 휘날리며,20040205,2004-01-29,70.1
태극기 휘날리며,20040205,2004-02-05,88.8
태극기 휘날리며,20040205,2004-02-12,51.5
반지의 제왕 : 두 개의 탑,20021219,2002-11-21,5.0
반지의 제왕 : 두 개의 탑,20021219,2002-11-28,5.0
반지의 제왕 : 두 개의 탑,20021219,2002-12-05,6.8
반지의 제왕 : 두 개의 탑,20021219,2002-12-12,11.8
반지의 제왕 : 두 개의 탑,20021219,2002-12-19,11.5
반지의 제왕 : 두 개의 탑,20021219,2002-12-26,9.3
반지의 제왕 : 왕의 귀환,20031217,2003-11-19,16.4
반지의 제왕 : 왕의 귀환,20031217,2003-11-26,29.6
반지의 제왕 : 왕의 귀환,20031217,2003-12-03,32.0
반지의 제왕 : 왕의 귀환,20031217,2003-12-10,53.1
반지의 제왕 : 왕의 귀환,20031217,2003-12-17,61.2
반지의 제왕 : 왕의 귀환,20031217,2003-12-24,46.4
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-02-19,9.7
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-02-26,11.6
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-03-05,14.2
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-03-12,26.5
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-03-19,29.5
몬테크리스토: 더 뮤지컬 라이브,20210319,2021-03-26,16.8
자산어보,20210331,2021-03-03,7.1
자산어보,20210331,2021-03-10,8.0
자산어보,20210331,2021-03-17,16.5
자산어보,20210331,2021-03-24,17.6
자산어보,20210331,2021-03-31,24.3
자산어보,20210331,2021-04-07,16.0
더 박스,20210324,2021-02-24,17.8
더 박스,20210324,2021-03-03,21.5
더 박스,20210324,2021-03-10,31.8
더 박스,20210324,2021-03-17,38.7
더 박스,20210324,2021-03-24,52.7
더 박스,20210324,2021-03-31,27.1
최면,20210324,2021-02-24,6.9
최면,20210324,2021-03-03,5.6
최면,20210324,2021-03-10,10.3
최면,20210324,2021-03-17,15.3
최면,20210324,2021-03-24,21.0
최면,20210324,2021-03-31,11.3
고질라 VS. 콩,20210325,2021-02-25,15.7
고질라 VS. 콩,20210325,2021-03-04,15.2
고질라 VS. 콩,20210325,2021-03-11,29.8
고질라 VS. 콩,20210325,2021-03-18,35.1
고질라 VS. 콩,20210325,2021-03-25,48.9
고질라 VS. 콩,20210325,2021-04-01,37.4
스파이의 아내,20210325,2021-02-25,8.7
스파이의 아내,20210325,2021-03-04,8.7
스파이의 아내,20210325,2021-03-11,19.0
스파이의 아내,20210325,2021-03-18,23.9
스파이의 아내,20210325,2021-03-25,32.1
스파이의 아내,20210325,2021-04-01,16.3
아이카,20210325,2021-02-25,7.9
아이카,20210325,2021-03-04,9.3
아이카,20210325,2021-03-11,11.7
아이카,20210325,2021-03-18,21.0
아이카,20210325,2021-03-25,23.5
아이카,20210325,2021-04-01,20.8
트웬티 해커,20210324,2021-02-24,5.0
트웬티 해커,20210324,2021-03-03,5.7
트웬티 해커,20210324,2021-03-10,9.4
트웬티 해커,20210324,2021-03-17,17.5
트웬티 해커,20210324,2021-03-24,18.4
트웬티 해커,20210324,2021-03-31,15.3
특명: 스피드 레스큐,20210329,2021-03-01,7.3
특명: 스피드 레스큐,20210329,2021-03-08,9.5
특명: 스피드 레스큐,20210329,2021-03-15,16.4
특명: 스피드 레스큐,20210329,2021-03-22,23.0
특명: 스피드 레스큐,20210329,2021-03-29,28.6
특명: 스피드 레스큐,20210329,2021-04-05,18.6
커피 오어 티,20210331,2021-03-03,8.5
커피 오어 티,20210331,2021-03-10,7.4
커피 오어 티,20210331,2021-03-17,19.2
커피 오어 티,20210331,2021-03-24,22.9
커피 오어 티,20210331,2021-03-31,27.9
커피 오어 티,20210331,2021-04-07,20.5
노바디,20210407,2021-03-10,16.4
노바디,20210407,2021-03-17,15.2
노바디,20210407,2021-03-24,26.8
노바디,20210407,2021-03-31,47.4
노바디,20210407,2021-04-07,53.7
노바디,20210407,2021-04-14,40.8
"조제, 호랑이 그리고 물고기들",20210331,2021-03-03,5.0
"조제, 호랑이 그리고 물고기들",20210331,2021-03-10,5.0
"조제, 호랑이 그리고 물고기들",20210331,2021-03-17,5.6
"조제, 호랑이 그리고 물고기들",20210331,2021-03-24,10.3
"조제, 호랑이 그리고 물고기들",20210331,2021-03-31,13.1
"조제, 호랑이 그리고 물고기들",20210331,2021-04-07,9.0
아무도 없는 곳,20210331,2021-03-03,5.0
아무도 없는 곳,20210331,2021-03-10,5.7
아무도 없는 곳,20210331,2021-03-17,8.5
아무도 없는 곳,20210331,2021-03-24,13.5
아무도 없는 곳,20210331,2021-03-31,13.3
아무도 없는 곳,20210331,2021-04-07,10.1
해길랍,20210331,2021-03-03,7.1
해길랍,20210331,2021-03-10,5.1
해길랍,20210331,2021-03-17,9.8
해길랍,20210331,2021-03-24,16.5
해길랍,20210331,2021-03-31,18.1
해길랍,20210331,2021-04-07,10.2
아틱,20190327,2019-02-27,9.8
아틱,20190327,2019-03-06,8.8
아틱,20190327,2019-03-13,13.7
아틱,20190327,2019-03-20,19.2
아틱,20190327,2019-03-27,24.7
아틱,20190327,2019-04-03,17.6
죽은 시인의 사회,19900519,1990-04-21,5.0
죽은 시인의 사회,19900519,1990-04-28,5.9
죽은 시인의 사회,19900519,1990-05-05,7.6
죽은 시인의 사회,19900519,1990-05-12,9.3
죽은 시인의 사회,19900519,1990-05-19,14.5
죽은 시인의 사회,19900519,1990-05-26,8.2
어른들은 몰라요,20210415,2021-03-18,9.7
어른들은 몰라요,20210415,2021-03-25,11.2
어른들은 몰라요,20210415,2021-04-01,15.4
어른들은 몰라요,20210415,2021-04-08,22.9
어른들은 몰라요,20210415,2021-04-15,33.5
어른들은 몰라요,20210415,2021-04-22,15.6
더 파더,20210407,2021-03-10,6.0
더 파더,20210407,2021-03-17,10.3
더 파더,20210407,2021-03-24,11.9
더 파더,20210407,2021-03-31,19.4
더 파더,20210407,2021-04-07,22.2
더 파더,20210407,2021-04-14,17.5
간이역,20210218,2021-01-21,7.6
간이역,20210218,2021-01-28,10.4
간이역,20210218,2021-02-04,17.6
간이역,20210218,2021-02-11,26.5
간이역,20210218,2021-02-18,35.2
간이역,20210218,2021-02-25,22.1
피넛 버터 팔콘,20210407,2021-03-10,9.6
피넛 버터 팔콘,20210407,2021-03-17,11.2
피넛 버터 팔콘,20210407,2021-03-24,17.3
피넛 버터 팔콘,20210407,2021-03-31,25.0
피넛 버터 팔콘,20210407,2021-04-07,29.8
피넛 버터 팔콘,20210407,2021-04-14,23.4
타인의 친절,20210407,2021-03-10,5.0
타인의 친절,20210407,2021-03-17,5.0
타인의 친절,20210407,2021-03-24,6.1
타인의 친절,20210407,2021-03-31,10.1
타인의 친절,20210407,2021-04-07,11.8
타인의 친절,20210407,2021-04-14,7.4
모탈 컴뱃,20210408,2021-03-11,6.8
모탈 컴뱃,20210408,2021-03-18,8.6
모탈 컴뱃,20210408,2021-03-25,11.9
모탈 컴뱃,20210408,2021-04-01,22.3
모탈 컴뱃,20210408,2021-04-08,23.4
모탈 컴뱃,20210408,2021-04-15,19.1
비밀의 정원,20210408,2021-03-11,5.0
비밀의 정원,20210408,2021-03-18,9.0
비밀의 정원,20210408,2021-03-25,10.1
비밀의 정원,20210408,2021-04-01,16.5
비밀의 정원,20210408,2021-04-08,19.7
비밀의 정원,20210408,2021-04-15,12.4
팅커 테일러 솔저 스파이,20120209,2012-01-12,5.0
팅커 테일러 솔저 스파이,20120209,2012-01-19,5.0
팅커 테일러 솔저 스파이,20120209,2012-01-26,5.6
팅커 테일러 솔저 스파이,20120209,2012-02-02,9.0
팅커 테일러 솔저 스파이,20120209,2012-02-09,12.4
팅커 테일러 솔저 스파이,20120209,2012-02-16,5.7
서복,20210415,2021-03-18,12.0
서복,20210415,2021-03-25,16.6
서복,20210415,2021-04-01,21.2
서복,20210415,2021-04-08,38.6
서복,20210415,2021-04-15,42.7
서복,20210415,2021-04-22,29.5
노매드랜드,20210415,2021-03-18,6.6
노매드랜드,20210415,2021-03-25,6.8
노매드랜드,20210415,2021-04-01,13.2
노매드랜드,20210415,2021-04-08,19.1
노매드랜드,20210415,2021-04-15,23.8
노매드랜드,20210415,2021-04-22,17.9
내일의 기억,20210421,2021-03-24,16.9
내일의 기억,20210421,2021-03-31,20.5
내일의 기억,20210421,2021-04-07,27.5
내일의 기억,20210421,2021-04-14,41.2
내일의 기억,20210421,2021-04-21,49.0
내일의 기억,20210421,2021-04-28,31.9
유다 그리고 블랙 메시아,20210422,2021-03-25,5.3
유다 그리고 블랙 메시아,20210422,2021-04-01,11.1
유다 그리고 블랙 메시아,20210422,2021-04-08,11.8
유다 그리고 블랙 메시아,20210422,2021-04-15,20.0
유다 그리고 블랙 메시아,20210422,2021-04-22,26.7
유다 그리고 블랙 메시아,20210422,2021-04-29,15.0
잃어버린 얼굴 1895,20210224,2021-01-27,5.0
잃어버린 얼굴 1895,20210224,2021-02-03,5.0
잃어버린 얼굴 1895,20210224,2021-02-10,6.0
잃어버린 얼굴 1895,20210224,2021-02-17,9.5
잃어버린 얼굴 1895,20210224,2021-02-24,11.2
잃어버린 얼굴 1895,20210224,2021-03-03,7.8
명탐정 코난: 비색의 탄환,20210416,2021-03-19,7.6
명탐정 코난: 비색의 탄환,20210416,2021-03-26,7.8
명탐정 코난: 비색의 탄환,20210416,2021-04-02,13.6
명탐정 코난: 비색의 탄환,20210416,2021-04-09,23.0
명탐정 코난: 비색의 탄환,20210416,2021-04-16,28.5
명탐정 코난: 비색의 탄환,20210416,2021-04-23,16.6
비와 당신의 이야기,20210428,2021-03-31,13.8
비와 당신의 이야기,20210428,2021-04-07,20.1
비와 당신의 이야기,20210428,2021-04-14,24.4
비와 당신의 이야기,20210428,2021-04-21,39.8
비와 당신의 이야기,20210428,2021-04-28,49.0
비와 당신의 이야기,20210428,2021-05-05,27.2
크루즈 패밀리: 뉴 에이지,20210505,2021-04-07,8.0
크루즈 패밀리: 뉴 에이지,20210505,2021-04-14,9.0
크루즈 패밀리: 뉴 에이지,20210505,2021-04-21,13.6
크루즈 패밀리: 뉴 에이지,20210505,2021-04-28,21.0
크루즈 패밀리: 뉴 에이지,20210505,2021-05-05,21.6
크루즈 패밀리: 뉴 에이지,20210505,2021-05-12,16.2
내겐 너무 소중한 너,20210512,2021-04-14,5.0
내겐 너무 소중한 너,20210512,2021-04-21,6.1
내겐 너무 소중한 너,20210512,2021-04-28,7.7
내겐 너무 소중한 너,20210512,2021-05-05,12.6
내겐 너무 소중한 너,20210512,2021-05-12,15.8
내겐 너무 소중한 너,20210512,2021-05-19,9.3
아이들은 즐겁다,20210505,2021-04-07,5.6
아이들은 즐겁다,20210505,2021-04-14,9.6
아이들은 즐겁다,20210505,2021-04-21,12.6
아이들은 즐겁다,20210505,2021-04-28,19.7
아이들은 즐겁다,20210505,2021-05-05,23.4
아이들은 즐겁다,20210505,2021-05-12,15.1
더 스파이,20210428,2021-03-31,11.5
더 스파이,20210428,2021-04-07,19.9
더 스파이,20210428,2021-04-14,25.2
더 스파이,20210428,2021-04-21,42.2
더 스파이,20210428,2021-04-28,49.7
더 스파이,20210428,2021-05-05,32.5
마크맨,20210428,2021-03-31,5.0
마크맨,20210428,2021-04-07,5.0
마크맨,20210428,2021-04-14,6.5
마크맨,20210428,2021-04-21,9.7
마크맨,20210428,2021-04-28,10.3
마크맨,20210428,2021-05-05,6.8
코스믹 씬,20210422,2021-03-25,5.5
코스믹 씬,20210422,2021-04-01,7.1
코스믹 씬,20210422,2021-04-08,11.6
코스믹 씬,20210422,2021-04-15,18.1
코스믹 씬,20210422,2021-04-22,18.8
코스믹 씬,20210422,2021-04-29,14.2
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-03-31,7.8
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-04-07,6.6
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-04-14,12.3
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-04-21,19.9
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-04-28,22.6
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,20210428,2021-05-05,15.3
내가 죽기를 바라는 자들,20210505,2021-04-07,5.1
내가 죽기를 바라는 자들,20210505,2021-04-14,11.8
내가 죽기를 바라는 자들,20210505,2021-04-21,14.4
내가 죽기를 바라는 자들,20210505,2021-04-28,18.9
내가 죽기를 바라는 자들,20210505,2021-05-05,31.0
내가 죽기를 바라는 자들,20210505,2021-05-12,16.3
극장판 콩순이: 장난감나라 대모험,20210505,2021-04-07,5.0
극장판 콩순이: 장난감나라 대모험,20210505,2021-04-14,7.5
극장판 콩순이: 장난감나라 대모험,20210505,2021-04-21,12.0
극장판 콩순이: 장난감나라 대모험,20210505,2021-04-28,17.5
극장판 콩순이: 장난감나라 대모험,20210505,2021-05-05,22.9
극장판 콩순이: 장난감나라 대모험,20210505,2021-05-12,12.2
어쌔신 프리스트 벡맨,20210505,2021-04-07,9.6
어쌔신 프리스트 벡맨,20210505,2021-04-14,12.0
어쌔신 프리스트 벡맨,20210505,2021-04-21,12.1
어쌔신 프리스트 벡맨,20210505,2021-04-28,23.1
어쌔신 프리스트 벡맨,20210505,2021-05-05,27.4
어쌔신 프리스트 벡맨,20210505,2021-05-12,14.8
스파이럴,20210512,2021-04-14,10.0
스파이럴,20210512,2021-04-21,12.9
스파이럴,20210512,2021-04-28,24.3
스파이럴,20210512,2021-05-05,33.4
스파이럴,20210512,2021-05-12,48.6
스파이럴,20210512,2021-05-19,27.8
아들의 이름으로,20210512,2021-04-14,5.0
아들의 이름으로,20210512,2021-04-21,9.2
아들의 이름으로,20210512,2021-04-28,12.7
아들의 이름으로,20210512,2021-05-05,19.4
아들의 이름으로,20210512,2021-05-12,24.4
아들의 이름으로,20210512,2021-05-19,15.0
슈퍼노바,20210512,2021-04-14,5.0
슈퍼노바,20210512,2021-04-21,7.1
슈퍼노바,20210512,2021-04-28,11.9
슈퍼노바,20210512,2021-05-05,18.2
슈퍼노바,20210512,2021-05-12,23.2
슈퍼노바,20210512,2021-05-19,14.4
빅 피쉬,20040305,2004-02-06,7.3
빅 피쉬,20040305,2004-02-13,8.3
빅 피쉬,20040305,2004-02-20,10.4
빅 피쉬,20040305,2004-02-27,20.7
빅 피쉬,20040305,2004-03-05,23.6
빅 피쉬,20040305,2004-03-12,14.4
크루엘라,20210526,2021-04-28,28.4
크루엘라,20210526,2021-05-05,29.6
크루엘라,20210526,2021-05-12,44.5
크루엘라,20210526,2021-05-19,62.4
크루엘라,20210526,2021-05-26,77.9
크루엘라,20210526,2021-06-02,58.1
분노의 질주: 더 얼티메이트,20210519,2021-04-21,18.6
분노의 질주: 더 얼티메이트,20210519,2021-04-28,23.8
분노의 질주: 더 얼티메이트,20210519,2021-05-05,44.3
분노의 질주: 더 얼티메이트,20210519,2021-05-12,73.6
분노의 질주: 더 얼티메이트,20210519,2021-05-19,69.5
분노의 질주: 더 얼티메이트,20210519,2021-05-26,45.4
도라에몽: 스탠바이미 2,20210519,2021-04-21,5.0
도라에몽: 스탠바이미 2,20210519,2021-04-28,6.0
도라에몽: 스탠바이미 2,20210519,2021-05-05,9.3
도라에몽: 스탠바이미 2,20210519,2021-05-12,14.0
도라에몽: 스탠바이미 2,20210519,2021-05-19,16.9
도라에몽: 스탠바이미 2,20210519,2021-05-26,12.6
혼자 사는 사람들,20210519,2021-04-21,5.0
혼자 사는 사람들,20210519,2021-04-28,5.8
혼자 사는 사람들,20210519,2021-05-05,5.8
혼자 사는 사람들,20210519,2021-05-12,10.2
혼자 사는 사람들,20210519,2021-05-19,12.1
혼자 사는 사람들,20210519,2021-05-26,8.4
쇼크 웨이브 2,20210520,2021-04-22,5.0
쇼크 웨이브 2,20210520,2021-04-29,6.6
쇼크 웨이브 2,20210520,2021-05-06,8.0
쇼크 웨이브 2,20210520,2021-05-13,10.6
쇼크 웨이브 2,20210520,2021-05-20,14.2
쇼크 웨이브 2,20210520,2021-05-27,8.6
크라이시스,20210520,2021-04-22,6.5
크라이시스,20210520,2021-04-29,7.9
크라이시스,20210520,2021-05-06,15.4
크라이시스,20210520,2021-05-13,25.7
크라이시스,20210520,2021-05-20,29.2
크라이시스,20210520,2021-05-27,20.0
파이프라인,20210526,2021-04-28,11.0
파이프라인,20210526,2021-05-05,20.4
파이프라인,20210526,2021-05-12,24.9
파이프라인,20210526,2021-05-19,40.4
파이프라인,20210526,2021-05-26,52.5
파이프라인,20210526,2021-06-02,31.2
프로페서 앤 매드맨,20210602,2021-05-05,6.5
프로페서 앤 매드맨,20210602,2021-05-12,11.2
프로페서 앤 매드맨,20210602,2021-05-19,17.4
프로페서 앤 매드맨,20210602,2021-05-26,20.5
프로페서 앤 매드맨,20210602,2021-06-02,24.4
프로페서 앤 매드맨,20210602,2021-06-09,18.5
학교 가는 길,20210505,2021-04-07,5.0
학교 가는 길,20210505,2021-04-14,5.2
학교 가는 길,20210505,2021-04-21,9.7
학교 가는 길,20210505,2021-04-28,13.6
학교 가는 길,20210505,2021-05-05,17.4
학교 가는 길,20210505,2021-05-12,10.2
보이저스,20210526,2021-04-28,5.0
보이저스,20210526,2021-05-05,5.0
보이저스,20210526,2021-05-12,7.6
보이저스,20210526,2021-05-19,9.6
보이저스,20210526,2021-05-26,12.0
보이저스,20210526,2021-06-02,8.3
굴뚝마을의 푸펠,20210526,2021-04-28,5.0
굴뚝마을의 푸펠,20210526,2021-05-05,6.2
굴뚝마을의 푸펠,20210526,2021-05-12,9.6
굴뚝마을의 푸펠,20210526,2021-05-19,13.5
굴뚝마을의 푸펠,20210526,2021-05-26,19.3
굴뚝마을의 푸펠,20210526,2021-06-02,12.1
500일의 썸머,20100121,2009-12-24,14.3
500일의 썸머,20100121,2009-12-31,17.3
500일의 썸머,20100121,2010-01-07,27.0
500일의 썸머,20100121,2010-01-14,39.8
500일의 썸머,20100121,2010-01-21,53.3
500일의 썸머,20100121,2010-01-28,31.4
애플,20210526,2021-04-28,7.5
애플,20210526,2021-05-05,6.5
애플,20210526,2021-05-12,11.6
애플,20210526,2021-05-19,18.9
애플,20210526,2021-05-26,21.6
애플,20210526,2021-06-02,10.7
썰,20210603,2021-05-06,5.0
썰,20210603,2021-05-13,5.4
썰,20210603,2021-05-20,9.0
썰,20210603,2021-05-27,14.2
썰,20210603,2021-06-03,16.1
썰,20210603,2021-06-10,10.7
인트로덕션,20210527,2021-04-29,8.4
인트로덕션,20210527,2021-05-06,11.2
인트로덕션,20210527,2021-05-13,18.1
인트로덕션,20210527,2021-05-20,23.5
인트로덕션,20210527,2021-05-27,29.3
인트로덕션,20210527,2021-06-03,15.9
브리짓 존스의 일기,20010901,2001-08-04,7.7
브리짓 존스의 일기,20010901,2001-08-11,12.9
브리짓 존스의 일기,20010901,2001-08-18,18.9
브리짓 존스의 일기,20010901,2001-08-25,24.3
브리짓 존스의 일기,20010901,2001-09-01,28.6
브리짓 존스의 일기,20010901,2001-09-08,16.3
듄: 드리프터,20210428,2021-03-31,5.0
듄: 드리프터,20210428,2021-04-07,7.7
듄: 드리프터,20210428,2021-04-14,14.2
듄: 드리프터,20210428,2021-04-21,22.5
듄: 드리프터,20210428,2021-04-28,22.8
듄: 드리프터,20210428,2021-05-05,15.0
라이더스 오브 저스티스,20210602,2021-05-05,5.0
라이더스 오브 저스티스,20210602,2021-05-12,8.6
라이더스 오브 저스티스,20210602,2021-05-19,10.9
라이더스 오브 저스티스,20210602,2021-05-26,22.0
라이더스 오브 저스티스,20210602,2021-06-02,24.7
라이더스 오브 저스티스,20210602,2021-06-09,16.7
컨저링3: 악마가 시켰다,20210603,2021-05-06,19.0
컨저링3: 악마가 시켰다,20210603,2021-05-13,20.0
컨저링3: 악마가 시켰다,20210603,2021-05-20,30.2
컨저링3: 악마가 시켰다,20210603,2021-05-27,45.9
컨저링3: 악마가 시켰다,20210603,2021-06-03,55.8
컨저링3: 악마가 시켰다,20210603,2021-06-10,33.3
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-05-06,5.0
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-05-13,5.0
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-05-20,6.7
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-05-27,10.8
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-06-03,12.6
뱅드림! 로젤리아 에피소드Ⅰ: 약속,20210603,2021-06-10,10.0
낫아웃,20210603,2021-05-06,10.9
낫아웃,20210603,2021-05-13,11.8
낫아웃,20210603,2021-05-20,18.5
낫아웃,20210603,2021-05-27,21.4
낫아웃,20210603,2021-06-03,26.3
낫아웃,20210603,2021-06-10,17.0
